zip,year,wildfire
92516,2021,0
92517,2018,0
92517,2019,0
92517,2020,0
92517,2021,0
92518,2018,0
92518,2019,0
92518,2020,0
92518,2021,0
92519,2018,0
92519,2019,0
92519,2020,0
92519,2021,0
92521,2018,0
92521,2019,0
92521,2020,0
92521,2021,0
92522,2018,0
92522,2019,0
92522,2020,0
92522,2021,0
92530,2018,0
92530,2019,0
92530,2020,0
92530,2021,0
92531,2018,0
92531,2019,0
92531,2020,0
92531,2021,0
92532,2018,0
92532,2019,0
92532,2020,0
92532,2021,0
92536,2018,0
92536,2019,0
92536,2020,0
92536,2021,0
92539,2018,0
92539,2019,1
92539,2020,1
92539,2021,1
92543,2018,0
92543,2019,0
92543,2020,0
92543,2021,1
92544,2018,0
92544,2019,1
92544,2020,1
92544,2021,1
92545,2018,0
92545,2019,0
92545,2020,0
92545,2021,0
92546,2018,0
92546,2019,0
92546,2020,0
92546,2021,0
92548,2018,0
92548,2019,0
92548,2020,0
92548,2021,0
92549,2018,1
92549,2019,0
92549,2020,0
92549,2021,1
92551,2018,0
92551,2019,0
92551,2020,0
92551,2021,0
92552,2018,0
92552,2019,0
92552,2020,0
92552,2021,0
92553,2018,0
92553,2019,0
92553,2020,0
92553,2021,0
92554,2018,0
92554,2019,0
92554,2020,0
92554,2021,0
92555,2018,0
92555,2019,1
92555,2020,1
92555,2021,0
92556,2018,0
92556,2019,0
92556,2020,0
92556,2021,0
92557,2018,0
92557,2019,0
92557,2020,0
92557,2021,0
92561,2018,1
92561,2019,0
92561,2020,0
92561,2021,1
92562,2018,0
92562,2019,1
92562,2020,0
92562,2021,1
92563,2018,0
92563,2019,0
92563,2020,0
92563,2021,0
92564,2018,0
92564,2019,0
92564,2020,0
92564,2021,0
92567,2018,0
92567,2019,0
92567,2020,0
92567,2021,0
92570,2018,0
92570,2019,1
92570,2020,0
92570,2021,0
92571,2018,0
92571,2019,0
92571,2020,0
92571,2021,0
92572,2018,0
92572,2019,0
92572,2020,0
92572,2021,0
92581,2018,0
92581,2019,0
92581,2020,0
92581,2021,0
92582,2018,0
92582,2019,1
92582,2020,0
92582,2021,0
92583,2018,1
92583,2019,0
92583,2020,1
92583,2021,0
92584,2018,0
92584,2019,0
92584,2020,0
92584,2021,0
92585,2018,0
92585,2019,0
92585,2020,0
92585,2021,0
92586,2018,0
92586,2019,0
92586,2020,0
92586,2021,0
92587,2018,0
92587,2019,0
92587,2020,0
92587,2021,0
92589,2018,0
92589,2019,0
92589,2020,0
92589,2021,0
92590,2018,0
92590,2019,0
92590,2020,0
92590,2021,0
92591,2018,0
92591,2019,0
92591,2020,0
92591,2021,0
92592,2018,0
92592,2019,0
92592,2020,0
92592,2021,0
92593,2018,0
92593,2019,0
92593,2020,0
92593,2021,0
92595,2018,0
92595,2019,0
92595,2020,0
92595,2021,0
92596,2018,1
92596,2019,0
92596,2020,0
92596,2021,0
92599,2018,0
92599,2019,0
92599,2020,0
92599,2021,0
92602,2018,1
92602,2019,0
92602,2020,1
92602,2021,0
92603,2018,0
92603,2019,0
92603,2020,0
92603,2021,1
92604,2018,0
92604,2019,0
92604,2020,0
92604,2021,0
92605,2018,0
92605,2019,0
92605,2020,0
92605,2021,0
92606,2018,0
92606,2019,0
92606,2020,0
92606,2021,0
92607,2018,0
92607,2019,0
92607,2020,0
92607,2021,0
92609,2018,0
92609,2019,0
92609,2020,0
92609,2021,0
92610,2018,0
92610,2019,0
92610,2020,0
92610,2021,0
92612,2018,0
92612,2019,1
92612,2020,0
92612,2021,0
92614,2018,0
92614,2019,0
92614,2020,0
92614,2021,0
92615,2018,0
92615,2019,0
92615,2020,0
92615,2021,0
92616,2018,0
92616,2019,0
92616,2020,0
92616,2021,0
92617,2018,0
92617,2019,0
92617,2020,0
92617,2021,0
92618,2018,0
92618,2019,0
92618,2020,0
92618,2021,1
92619,2018,0
92619,2019,0
92619,2020,0
92619,2021,0
92620,2018,0
92620,2019,0
92620,2020,0
92620,2021,0
92623,2018,0
92623,2019,0
92623,2020,0
92623,2021,0
92624,2018,0
92624,2019,0
92624,2020,0
92624,2021,0
92625,2018,0
92625,2019,0
92625,2020,0
92625,2021,0
92626,2018,0
92626,2019,0
92626,2020,0
92626,2021,0
92627,2018,1
92627,2019,0
92627,2020,0
92627,2021,0
92628,2018,0
92628,2019,0
92628,2020,0
92628,2021,0
92629,2018,0
92629,2019,0
92629,2020,0
92629,2021,0
92630,2018,1
92630,2019,0
92630,2020,0
92630,2021,0
92637,2018,0
92637,2019,0
92637,2020,0
92637,2021,0
92646,2018,0
92646,2019,0
92646,2020,0
92646,2021,0
92647,2018,0
92647,2019,0
92647,2020,0
92647,2021,0
92648,2018,0
92648,2019,0
92648,2020,0
92648,2021,0
92649,2018,0
92649,2019,0
92649,2020,0
92649,2021,0
92650,2018,0
92650,2019,0
92650,2020,0
92650,2021,0
92651,2018,1
92651,2019,0
92651,2020,1
92651,2021,1
92652,2018,0
92652,2019,0
92652,2020,0
92652,2021,0
92653,2018,1
92653,2019,0
92653,2020,0
92653,2021,0
92654,2018,0
92654,2019,0
92654,2020,0
92654,2021,0
92655,2018,0
92655,2019,0
92655,2020,0
92655,2021,0
92656,2018,1
92656,2019,0
92656,2020,0
92656,2021,0
92657,2018,0
92657,2019,0
92657,2020,0
92657,2021,0
92658,2018,0
92658,2019,0
92658,2020,0
92658,2021,0
92659,2018,0
92659,2019,0
92659,2020,0
92659,2021,0
92660,2018,0
92660,2019,0
92660,2020,0
92660,2021,0
92661,2018,0
92661,2019,0
92661,2020,0
92661,2021,0
92662,2018,0
92662,2019,0
92662,2020,0
92662,2021,0
92663,2018,0
92663,2019,0
92663,2020,0
92663,2021,0
92672,2018,1
92672,2019,0
92672,2020,0
92672,2021,0
92673,2018,0
92673,2019,1
92673,2020,0
92673,2021,0
92674,2018,0
92674,2019,0
92674,2020,0
92674,2021,0
92675,2018,1
92675,2019,0
92675,2020,1
92675,2021,0
92676,2018,1
92676,2019,1
92676,2020,1
92676,2021,0
92677,2018,0
92677,2019,0
92677,2020,0
92677,2021,0
92678,2018,1
92678,2019,0
92678,2020,0
92678,2021,0
92679,2018,1
92679,2019,0
92679,2020,1
92679,2021,0
92683,2018,0
92683,2019,0
92683,2020,0
92683,2021,0
92684,2018,0
92684,2019,0
92684,2020,0
92684,2021,0
92685,2018,0
92685,2019,0
92685,2020,0
92685,2021,0
92688,2018,0
92688,2019,0
92688,2020,0
92688,2021,0
92690,2018,0
92690,2019,0
92690,2020,0
92690,2021,0
92691,2018,0
92691,2019,0
92691,2020,0
92691,2021,0
92692,2018,0
92692,2019,0
92692,2020,0
92692,2021,0
92693,2018,0
92693,2019,0
92693,2020,0
92693,2021,0
92694,2018,0
92694,2019,1
92694,2020,1
92694,2021,1
92697,2018,0
92697,2019,0
92697,2020,0
92697,2021,0
92698,2018,0
92698,2019,0
92698,2020,0
92698,2021,0
92701,2018,0
92701,2019,0
92701,2020,0
92701,2021,0
92702,2018,0
92702,2019,0
92702,2020,0
92702,2021,0
92703,2018,0
92703,2019,0
92703,2020,0
92703,2021,0
92704,2018,0
92704,2019,0
92704,2020,0
92704,2021,0
92705,2018,0
92705,2019,0
92705,2020,0
92705,2021,0
92706,2018,0
92706,2019,0
92706,2020,0
92706,2021,0
92707,2018,0
92707,2019,0
92707,2020,0
92707,2021,0
92708,2018,0
92708,2019,0
92708,2020,0
92708,2021,0
92711,2018,0
92711,2019,0
92711,2020,0
92711,2021,0
92712,2018,0
92712,2019,0
92712,2020,0
92712,2021,0
92728,2018,0
92728,2019,0
92728,2020,0
92728,2021,0
92735,2018,0
92735,2019,0
92735,2020,0
92735,2021,0
92780,2018,0
92780,2019,0
92780,2020,0
92780,2021,0
92781,2018,0
92781,2019,0
92781,2020,0
92781,2021,0
92782,2018,0
92782,2019,0
92782,2020,0
92782,2021,0
92799,2018,0
92799,2019,0
92799,2020,0
92799,2021,0
92801,2018,0
92801,2019,0
92801,2020,0
92801,2021,0
92802,2018,0
92802,2019,0
92802,2020,0
92802,2021,0
92803,2018,0
92803,2019,0
92803,2020,0
92803,2021,0
92804,2018,0
92804,2019,0
92804,2020,0
92804,2021,0
92805,2018,0
92805,2019,0
92805,2020,0
92805,2021,0
92806,2018,0
92806,2019,0
92806,2020,0
92806,2021,0
92807,2018,0
92807,2019,0
92807,2020,0
92807,2021,0
92808,2018,0
92808,2019,0
92808,2020,0
92808,2021,0
92809,2018,0
92809,2019,0
92809,2020,0
92809,2021,0
92811,2018,0
92811,2019,0
92811,2020,0
92811,2021,0
92812,2018,0
92812,2019,0
92812,2020,0
92812,2021,0
92814,2018,0
92814,2019,0
92814,2020,0
92814,2021,0
92815,2018,0
92815,2019,0
92815,2020,0
92815,2021,0
92816,2018,0
92816,2019,0
92816,2020,0
92816,2021,0
92817,2018,0
92817,2019,0
92817,2020,0
92817,2021,0
92821,2018,0
92821,2019,0
92821,2020,0
92821,2021,1
92822,2018,0
92822,2019,0
92822,2020,0
92822,2021,0
92823,2018,0
92823,2019,0
92823,2020,0
92823,2021,0
92825,2018,0
92825,2019,0
92825,2020,0
92825,2021,0
92831,2018,0
92831,2019,0
92831,2020,0
92831,2021,0
92832,2018,0
92832,2019,0
92832,2020,0
92832,2021,0
92833,2018,0
92833,2019,0
92833,2020,0
92833,2021,0
92834,2018,0
92834,2019,0
92834,2020,0
92834,2021,0
92835,2018,0
92835,2019,0
92835,2020,0
92835,2021,0
92836,2018,0
92836,2019,0
92836,2020,0
92836,2021,0
92837,2018,0
92837,2019,0
92837,2020,0
92837,2021,0
92838,2018,0
92838,2019,0
92838,2020,0
92838,2021,0
92840,2018,0
92840,2019,0
92840,2020,0
92840,2021,0
92841,2018,0
92841,2019,0
92841,2020,0
92841,2021,0
92842,2018,0
92842,2019,0
92842,2020,0
92842,2021,0
92843,2018,0
92843,2019,0
92843,2020,0
92843,2021,0
92844,2018,0
92844,2019,0
92844,2020,0
92844,2021,0
92845,2018,0
92845,2019,0
92845,2020,0
92845,2021,0
92846,2018,0
92846,2019,0
92846,2020,0
92846,2021,0
92850,2018,0
92850,2019,0
92850,2020,0
92850,2021,0
92856,2018,0
92856,2019,0
92856,2020,0
92856,2021,0
92857,2018,0
92857,2019,0
92857,2020,0
92857,2021,0
92859,2018,0
92859,2019,0
92859,2020,0
92859,2021,0
92860,2018,0
92860,2019,0
92860,2020,0
92860,2021,0
92861,2018,0
92861,2019,0
92861,2020,0
92861,2021,0
92862,2018,0
92862,2019,0
92862,2020,0
92862,2021,0
92863,2018,0
92863,2019,0
92863,2020,0
92863,2021,0
92864,2018,0
92864,2019,0
92864,2020,0
92864,2021,0
92865,2018,0
92865,2019,0
92865,2020,0
92865,2021,0
92866,2018,0
92866,2019,0
92866,2020,0
92866,2021,0
92867,2018,0
92867,2019,0
92867,2020,1
92867,2021,0
92868,2018,0
92868,2019,0
92868,2020,0
92868,2021,0
92869,2018,0
92869,2019,0
92869,2020,0
92869,2021,1
92870,2018,0
92870,2019,0
92870,2020,0
92870,2021,0
92871,2018,0
92871,2019,0
92871,2020,0
92871,2021,0
92877,2018,0
92877,2019,0
92877,2020,0
92877,2021,0
92878,2018,0
92878,2019,0
92878,2020,0
92878,2021,0
92879,2018,0
92879,2019,0
92879,2020,0
92879,2021,0
92880,2018,1
92880,2019,0
92880,2020,1
92880,2021,0
92881,2018,1
92881,2019,0
92881,2020,1
92881,2021,0
92882,2018,0
92882,2019,0
92882,2020,0
92882,2021,0
92883,2018,1
92883,2019,0
92883,2020,0
92883,2021,0
92885,2018,0
92885,2019,0
92885,2020,0
92885,2021,0
92886,2018,0
92886,2019,0
92886,2020,0
92886,2021,0
92887,2018,1
92887,2019,0
92887,2020,1
92887,2021,0
92899,2018,0
92899,2019,0
92899,2020,0
92899,2021,0
93001,2018,1
93001,2019,0
93001,2020,1
93001,2021,1
93002,2018,0
93002,2019,0
93002,2020,0
93002,2021,0
93003,2018,1
93003,2019,0
93003,2020,1
93003,2021,0
93004,2018,1
93004,2019,0
93004,2020,0
93004,2021,0
93005,2018,0
93005,2019,0
93005,2020,0
93005,2021,0
93006,2018,0
93006,2019,0
93006,2020,0
93006,2021,0
93007,2018,0
93007,2019,0
93007,2020,0
93007,2021,0
93009,2018,0
93009,2019,0
93009,2020,0
93009,2021,0
93010,2018,0
93010,2019,0
93010,2020,0
93010,2021,0
93011,2018,0
93011,2019,0
93011,2020,0
93011,2021,0
93012,2018,1
93012,2019,0
93012,2020,1
93012,2021,0
93013,2018,0
93013,2019,0
93013,2020,0
93013,2021,0
93014,2018,0
93014,2019,0
93014,2020,0
93014,2021,0
93015,2018,1
93015,2019,1
93015,2020,1
93015,2021,0
93016,2018,0
93016,2019,0
93016,2020,0
93016,2021,0
93020,2018,0
93020,2019,0
93020,2020,0
93020,2021,0
93021,2018,1
93021,2019,0
93021,2020,0
93021,2021,1
93022,2018,0
93022,2019,0
93022,2020,0
93022,2021,0
93023,2018,1
93023,2019,0
93023,2020,0
93023,2021,1
93024,2018,0
93024,2019,0
93024,2020,0
93024,2021,0
93030,2018,1
93030,2019,0
93030,2020,0
93030,2021,0
93031,2018,0
93031,2019,0
93031,2020,0
93031,2021,0
93032,2018,0
93032,2019,0
93032,2020,0
93032,2021,0
93033,2018,0
93033,2019,0
93033,2020,0
93033,2021,0
93034,2018,0
93034,2019,0
93034,2020,0
93034,2021,0
93035,2018,1
93035,2019,0
93035,2020,0
93035,2021,0
93036,2018,1
93036,2019,1
93036,2020,0
93036,2021,1
93040,2018,1
93040,2019,1
93040,2020,1
93040,2021,1
93041,2018,1
93041,2019,0
93041,2020,0
93041,2021,0
93042,2018,0
93042,2019,0
93042,2020,0
93042,2021,0
93043,2018,0
93043,2019,0
93043,2020,0
93043,2021,0
93044,2018,0
93044,2019,0
93044,2020,0
93044,2021,0
93060,2018,1
93060,2019,0
93060,2020,1
93060,2021,1
93061,2018,0
93061,2019,0
93061,2020,0
93061,2021,0
93062,2018,0
93062,2019,0
93062,2020,0
93062,2021,0
93063,2018,1
93063,2019,0
93063,2020,1
93063,2021,1
93064,2018,0
93064,2019,0
93064,2020,0
93064,2021,0
93065,2018,1
93065,2019,1
93065,2020,0
93065,2021,1
93066,2018,1
93066,2019,1
93066,2020,0
93066,2021,0
93067,2018,0
93067,2019,0
93067,2020,0
93067,2021,0
93094,2018,0
93094,2019,0
93094,2020,0
93094,2021,0
93099,2018,0
93099,2019,0
93099,2020,0
93099,2021,0
93101,2018,0
93101,2019,0
93101,2020,0
93101,2021,0
93102,2018,0
93102,2019,0
93102,2020,0
93102,2021,0
93103,2018,0
93103,2019,0
93103,2020,0
93103,2021,0
93105,2018,1
93105,2019,1
93105,2020,0
93105,2021,1
93106,2018,0
93106,2019,0
93106,2020,0
93106,2021,0
93107,2018,0
93107,2019,0
93107,2020,0
93107,2021,0
93108,2018,0
93108,2019,0
93108,2020,0
93108,2021,0
93109,2018,0
93109,2019,0
93109,2020,0
93109,2021,0
93110,2018,0
93110,2019,0
93110,2020,1
93110,2021,0
93111,2018,0
93111,2019,0
93111,2020,0
93111,2021,0
93116,2018,0
93116,2019,0
93116,2020,0
93116,2021,0
93117,2018,1
93117,2019,1
93117,2020,1
93117,2021,1
93118,2018,0
93118,2019,0
93118,2020,0
93118,2021,0
93120,2018,0
93120,2019,0
93120,2020,0
93120,2021,0
93121,2018,0
93121,2019,0
93121,2020,0
93121,2021,0
93130,2018,0
93130,2019,0
93130,2020,0
93130,2021,0
93140,2018,0
93140,2019,0
93140,2020,0
93140,2021,0
93150,2018,0
93150,2019,0
93150,2020,0
93150,2021,0
93160,2018,0
93160,2019,0
93160,2020,0
93160,2021,0
93190,2018,0
93190,2019,0
93190,2020,0
93190,2021,0
93199,2018,0
93199,2019,0
93199,2020,0
93199,2021,0
93201,2018,0
93201,2019,0
93201,2020,0
93201,2021,0
93202,2018,0
93202,2019,0
93202,2020,0
93202,2021,0
93203,2018,1
93203,2019,1
93203,2020,1
93203,2021,1
93204,2018,1
93204,2019,1
93204,2020,1
93204,2021,1
93205,2018,1
93205,2019,0
93205,2020,0
93205,2021,0
93206,2018,0
93206,2019,0
93206,2020,0
93206,2021,0
93207,2018,0
93207,2019,0
93207,2020,0
93207,2021,0
93208,2018,0
93208,2019,0
93208,2020,0
93208,2021,0
93210,2018,1
93210,2019,1
93210,2020,1
93210,2021,0
93212,2018,0
93212,2019,0
93212,2020,0
93212,2021,0
93215,2018,0
93215,2019,1
93215,2020,0
93215,2021,0
93216,2018,0
93216,2019,0
93216,2020,0
93216,2021,0
93218,2018,0
93218,2019,0
93218,2020,0
93218,2021,0
93219,2018,0
93219,2019,1
93219,2020,0
93219,2021,1
93220,2018,1
93220,2019,1
93220,2020,1
93220,2021,1
93221,2018,0
93221,2019,0
93221,2020,0
93221,2021,0
93222,2018,0
93222,2019,0
93222,2020,1
93222,2021,0
93223,2018,0
93223,2019,0
93223,2020,0
93223,2021,0
93224,2018,0
93224,2019,0
93224,2020,0
93224,2021,0
93225,2018,0
93225,2019,0
93225,2020,0
93225,2021,1
93226,2018,0
93226,2019,0
93226,2020,0
93226,2021,0
93227,2018,0
93227,2019,0
93227,2020,0
93227,2021,0
93230,2018,0
93230,2019,0
93230,2020,0
93230,2021,0
93232,2018,0
93232,2019,0
93232,2020,0
93232,2021,0
93234,2018,0
93234,2019,0
93234,2020,0
93234,2021,0
93235,2018,0
93235,2019,0
93235,2020,0
93235,2021,0
93237,2018,0
93237,2019,0
93237,2020,0
93237,2021,0
93238,2018,0
93238,2019,0
93238,2020,1
93238,2021,0
93239,2018,1
93239,2019,1
93239,2020,1
93239,2021,0
93240,2018,0
93240,2019,1
93240,2020,1
93240,2021,1
93241,2018,0
93241,2019,0
93241,2020,0
93241,2021,0
93242,2018,0
93242,2019,0
93242,2020,0
93242,2021,0
93243,2018,1
93243,2019,0
93243,2020,1
93243,2021,1
93244,2018,0
93244,2019,0
93244,2020,0
93244,2021,0
93245,2018,0
93245,2019,0
93245,2020,0
93245,2021,0
93246,2018,0
93246,2019,0
93246,2020,0
93246,2021,0
93247,2018,0
93247,2019,0
93247,2020,0
93247,2021,0
93249,2018,1
93249,2019,1
93249,2020,0
93249,2021,0
93250,2018,0
93250,2019,0
93250,2020,1
93250,2021,0
93251,2018,0
93251,2019,1
93251,2020,1
93251,2021,0
93252,2018,1
93252,2019,1
93252,2020,1
93252,2021,1
93254,2018,1
93254,2019,0
93254,2020,1
93254,2021,0
93255,2018,1
93255,2019,0
93255,2020,0
93255,2021,1
93256,2018,0
93256,2019,0
93256,2020,0
93256,2021,0
93257,2018,1
93257,2019,0
93257,2020,1
93257,2021,1
93258,2018,0
93258,2019,0
93258,2020,0
93258,2021,0
93260,2018,0
93260,2019,0
93260,2020,0
93260,2021,0
93261,2018,0
93261,2019,0
93261,2020,0
93261,2021,0
93262,2018,1
93262,2019,0
93262,2020,0
93262,2021,1
93263,2018,0
93263,2019,0
93263,2020,0
93263,2021,0
93265,2018,1
93265,2019,0
93265,2020,1
93265,2021,1
93266,2018,0
93266,2019,0
93266,2020,0
93266,2021,0
93267,2018,0
93267,2019,0
93267,2020,0
93267,2021,0
93268,2018,1
93268,2019,0
93268,2020,1
93268,2021,1
93270,2018,0
93270,2019,0
93270,2020,0
93270,2021,0
93271,2018,0
93271,2019,0
93271,2020,1
93271,2021,0
93272,2018,0
93272,2019,0
93272,2020,0
93272,2021,0
93274,2018,0
93274,2019,0
93274,2020,0
93274,2021,0
93275,2018,0
93275,2019,0
93275,2020,0
93275,2021,0
93276,2018,0
93276,2019,0
93276,2020,0
93276,2021,0
93277,2018,0
93277,2019,0
93277,2020,0
93277,2021,0
93278,2018,0
93278,2019,0
93278,2020,0
93278,2021,0
93279,2018,0
93279,2019,0
93279,2020,0
93279,2021,0
93280,2018,1
93280,2019,1
93280,2020,1
93280,2021,1
93282,2018,0
93282,2019,0
93282,2020,0
93282,2021,0
93283,2018,1
93283,2019,0
93283,2020,0
93283,2021,1
93285,2018,1
93285,2019,0
93285,2020,1
93285,2021,1
93286,2018,0
93286,2019,0
93286,2020,0
93286,2021,0
93287,2018,0
93287,2019,0
93287,2020,0
93287,2021,0
93290,2018,0
93290,2019,0
93290,2020,0
93290,2021,0
93291,2018,0
93291,2019,0
93291,2020,0
93291,2021,0
93292,2018,0
93292,2019,0
93292,2020,0
93292,2021,0
93301,2018,0
93301,2019,0
93301,2020,0
93301,2021,1
93302,2018,0
93302,2019,0
93302,2020,0
93302,2021,0
93303,2018,0
93303,2019,0
93303,2020,0
93303,2021,0
93304,2018,0
93304,2019,0
93304,2020,0
93304,2021,0
93305,2018,0
93305,2019,0
93305,2020,0
93305,2021,0
93306,2018,1
93306,2019,0
93306,2020,1
93306,2021,1
93307,2018,0
93307,2019,0
93307,2020,0
93307,2021,0
93308,2018,1
93308,2019,1
93308,2020,1
93308,2021,1
93309,2018,0
93309,2019,0
93309,2020,0
93309,2021,0
93311,2018,0
93311,2019,1
93311,2020,0
93311,2021,1
93312,2018,0
93312,2019,0
93312,2020,0
93312,2021,0
93313,2018,0
93313,2019,0
93313,2020,0
93313,2021,0
93314,2018,0
93314,2019,0
93314,2020,0
93314,2021,0
93380,2018,0
93380,2019,0
93380,2020,0
93380,2021,0
93383,2018,0
93383,2019,0
93383,2020,0
93383,2021,0
93384,2018,0
93384,2019,0
93384,2020,0
93384,2021,0
93385,2018,0
93385,2019,0
93385,2020,0
93385,2021,0
93386,2018,0
93386,2019,0
93386,2020,0
93386,2021,0
93387,2018,0
93387,2019,0
93387,2020,0
93387,2021,0
93388,2018,0
93388,2019,0
93388,2020,0
93388,2021,0
93389,2018,0
93389,2019,0
93389,2020,0
93389,2021,0
93390,2018,0
93390,2019,0
93390,2020,0
93390,2021,0
93401,2018,0
93401,2019,0
93401,2020,1
93401,2021,1
93402,2018,0
93402,2019,0
93402,2020,0
93402,2021,0
93403,2018,0
93403,2019,0
93403,2020,0
93403,2021,0
93405,2018,1
93405,2019,0
93405,2020,1
93405,2021,0
93406,2018,0
93406,2019,0
93406,2020,0
93406,2021,0
93407,2018,0
93407,2019,0
93407,2020,0
93407,2021,0
93408,2018,0
93408,2019,0
93408,2020,0
93408,2021,0
93409,2018,0
93409,2019,0
93409,2020,0
93409,2021,0
93410,2018,0
93410,2019,0
93410,2020,1
93410,2021,0
93412,2018,0
93412,2019,0
93412,2020,0
93412,2021,0
93420,2018,1
93420,2019,1
93420,2020,1
93420,2021,1
93421,2018,0
93421,2019,0
93421,2020,0
93421,2021,0
93422,2018,0
93422,2019,0
93422,2020,0
93422,2021,0
93423,2018,0
93423,2019,0
93423,2020,0
93423,2021,0
93424,2018,0
93424,2019,0
93424,2020,0
93424,2021,0
93426,2018,1
93426,2019,1
93426,2020,1
93426,2021,0
93427,2018,1
93427,2019,0
93427,2020,0
93427,2021,0
93428,2018,0
93428,2019,0
93428,2020,1
93428,2021,0
93429,2018,0
93429,2019,0
93429,2020,0
93429,2021,0
93430,2018,1
93430,2019,0
93430,2020,1
93430,2021,0
93432,2018,0
93432,2019,1
93432,2020,1
93432,2021,1
93433,2018,0
93433,2019,0
93433,2020,0
93433,2021,0
93434,2018,0
93434,2019,0
93434,2020,0
93434,2021,0
93435,2018,0
93435,2019,0
93435,2020,0
93435,2021,0
93436,2018,1
93436,2019,1
93436,2020,1
93436,2021,1
93437,2018,0
93437,2019,0
93437,2020,0
93437,2021,0
93438,2018,0
93438,2019,0
93438,2020,0
93438,2021,0
93440,2018,1
93440,2019,0
93440,2020,0
93440,2021,0
93441,2018,0
93441,2019,0
93441,2020,0
93441,2021,0
93442,2018,0
93442,2019,0
93442,2020,1
93442,2021,0
93443,2018,0
93443,2019,0
93443,2020,0
93443,2021,0
93444,2018,0
93444,2019,0
93444,2020,1
93444,2021,0
93445,2018,0
93445,2019,0
93445,2020,0
93445,2021,0
93446,2018,1
93446,2019,1
93446,2020,1
93446,2021,1
93447,2018,0
93447,2019,0
93447,2020,0
93447,2021,0
93448,2018,0
93448,2019,0
93448,2020,0
93448,2021,0
93449,2018,1
93449,2019,0
93449,2020,1
93449,2021,0
93450,2018,1
93450,2019,1
93450,2020,1
93450,2021,1
93451,2018,1
93451,2019,1
93451,2020,0
93451,2021,1
93452,2018,0
93452,2019,0
93452,2020,0
93452,2021,0
93453,2018,1
93453,2019,1
93453,2020,1
93453,2021,1
93454,2018,0
93454,2019,1
93454,2020,1
93454,2021,1
93455,2018,0
93455,2019,0
93455,2020,1
93455,2021,0
93456,2018,0
93456,2019,0
93456,2020,0
93456,2021,0
93457,2018,0
93457,2019,0
93457,2020,0
93457,2021,0
93458,2018,0
93458,2019,0
93458,2020,0
93458,2021,0
93460,2018,1
93460,2019,1
93460,2020,1
93460,2021,1
93461,2018,1
93461,2019,1
93461,2020,1
93461,2021,1
93463,2018,0
93463,2019,1
93463,2020,1
93463,2021,1
93464,2018,0
93464,2019,0
93464,2020,0
93464,2021,0
93465,2018,1
93465,2019,1
93465,2020,1
93465,2021,1
93475,2018,0
93475,2019,0
93475,2020,0
93475,2021,0
93483,2018,0
93483,2019,0
93483,2020,0
93483,2021,0
93501,2018,0
93501,2019,0
93501,2020,1
93501,2021,1
93502,2018,0
93502,2019,0
93502,2020,0
93502,2021,0
93504,2018,0
93504,2019,0
93504,2020,0
93504,2021,0
93505,2018,0
93505,2019,0
93505,2020,0
93505,2021,0
93510,2018,1
93510,2019,0
93510,2020,1
93510,2021,1
93512,2018,0
93512,2019,0
93512,2020,0
93512,2021,0
93513,2018,0
93513,2019,1
93513,2020,0
93513,2021,1
93514,2018,1
93514,2019,0
93514,2020,0
93514,2021,1
93515,2018,0
93515,2019,0
93515,2020,0
93515,2021,0
93516,2018,0
93516,2019,0
93516,2020,0
93516,2021,0
93517,2018,1
93517,2019,0
93517,2020,1
93517,2021,1
93518,2018,0
93518,2019,0
93518,2020,1
93518,2021,1
93519,2018,0
93519,2019,0
93519,2020,0
93519,2021,0
93522,2018,0
93522,2019,0
93522,2020,0
93522,2021,0
93523,2018,0
93523,2019,0
93523,2020,0
93523,2021,0
93524,2018,0
93524,2019,0
93524,2020,0
93524,2021,0
93526,2018,0
93526,2019,0
93526,2020,0
93526,2021,0
93527,2018,1
93527,2019,1
93527,2020,1
93527,2021,0
93528,2018,0
93528,2019,0
93528,2020,0
93528,2021,0
93529,2018,0
93529,2019,0
93529,2020,0
93529,2021,0
93530,2018,0
93530,2019,0
93530,2020,0
93530,2021,0
93531,2018,0
93531,2019,0
93531,2020,1
93531,2021,0
93532,2018,0
93532,2019,0
93532,2020,1
93532,2021,0
93534,2018,0
93534,2019,0
93534,2020,0
93534,2021,0
93535,2018,0
93535,2019,0
93535,2020,0
93535,2021,0
93536,2018,1
93536,2019,0
93536,2020,1
93536,2021,1
93539,2018,0
93539,2019,0
93539,2020,0
93539,2021,0
93541,2018,0
93541,2019,1
93541,2020,1
93541,2021,1
93542,2018,0
93542,2019,0
93542,2020,0
93542,2021,0
93543,2018,0
93543,2019,1
93543,2020,0
93543,2021,0
93544,2018,0
93544,2019,0
93544,2020,0
93544,2021,1
93545,2018,1
93545,2019,0
93545,2020,0
93545,2021,1
93546,2018,1
93546,2019,1
93546,2020,1
93546,2021,0
93549,2018,0
93549,2019,1
93549,2020,0
93549,2021,1
93550,2018,0
93550,2019,0
93550,2020,1
93550,2021,0
93551,2018,1
93551,2019,0
93551,2020,1
93551,2021,0
93552,2018,0
93552,2019,0
93552,2020,0
93552,2021,0
93553,2018,0
93553,2019,0
93553,2020,0
93553,2021,0
93554,2018,0
93554,2019,0
93554,2020,0
93554,2021,0
93555,2018,0
93555,2019,0
93555,2020,0
93555,2021,0
93556,2018,0
93556,2019,0
93556,2020,0
93556,2021,0
93558,2018,0
93558,2019,0
93558,2020,0
